"tweet","sentiment"
" showed my fluid decreasing slightly so doesnt look like Im getting out of this bed anytime soon  Ive got a follow up U/S next week",2
"miss 16`th",2
"Bringing my kitty to the vet tomorrow, I think she`s got a tapeworm.",2
"goodnight to all.",3
"_Duckett GREAT pic!  How fun!  Love food and wine festivals...well, beer fests too",3
" Thanks for that!",3
"   I`m a Metsies fan also! Boo Hoo",3
"We should have a twitter reunion it would be awesome to meet you all lol, iwonder howd iget that to pull off",3
" It just sucks that I`m stuck in an office  but I have you at Selfridges to look forward too.",1
"Just chillin` in pjs after a short, but long week - why is someone continually knocking at my door?",2
"Traffic is down to a crawl on I-94 right now.",1
"  I wish I knew someone down there who could hook us up.   a friend told me once that they got crappy seats for a show in CHI",1
" I realised when I got home that I left mine in your fridge - you`re welcome to have it if you like.",3
" Florida should be nice.",3
"  I miss all you OK girls.    Happy Mother`s Day to all y`all.",2
"shack idol today(: can`t wait. it`s gonna be funnn poor cameron. he fell ON A BAR in speech today. i felt so bad for him",2
" hi babe how you doing",2
" I have 3 computers all going now.  IE 7 on XP and IE 8 on Vista  all are still NO Shows!",1
"i`m going to sleepies, feel poorlies and pissed off  night night tweeples ****",1
" hah yeah, its that bad, not gonna lie. :o Have fun",1
"Wow slept in with no dolidh here to wake me up",2
"im writing an exam on a SATURDAY  that should be illegal  where`s my weekend?",1
" This is late, but I was actually in the spelling bee back in the day. I got eliminated in state finals though.",1
"An extra night in pasadena with sergi baby cuz i `missed` my train to riverside",2
" i know hella  i wish i could be how my mom was and just move across the usa!",2
"officially misses Quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z",1
"Right now on my Justin.tv channel: GTA4 fav meh  www.justin.tv/djandyw",2
" I miss you too, Mojokins! I go there, but not long enough to comment  Will do more this weekend!",1
"Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!",2
"taking sad to a whole new level",1
" thanks dinno  appreciate it",3
" Hehe, you`re an expert now eh?",3
"#3wordsaftersex it never started...",1
"Doesnt feel good!  but I cant miss work tomorrow!",1
" everything.  *weeps*",1
" ooh which two books did you buy?",2
" I`ve had the week off too...but I have Biology  exams to revise for so my Bones time is limited",2
"About to get my wisdom teeth pulled!",2
"hollie steel  bless her. but go dreambears <33333 hahahahaha",3
" I had bad net issues on Weds so couldn`t broadcast  Am on tonight tho... tune in for new anthems and bad mixing!",1
"OMJ! The 3rd episode of Jonas is too great! They are so funny. I wish I was the Pizza Girll. Lol <3",3
"Fell off the wagon and had a Maccy`s!! : Fell off the wagon and had a Maccy`s!!",2
" cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.",2
" I don`t watch - just wish - TV`s been off for months- I love it  Guess I won`t win though LOL",3
" lucky you, all we`ve had is rain in the city today  enjoy! ;)",3
"Its already hot outside...  thank goodness my car has amazing a.c!!! cyalater!!! off to work!!!",3
" It was an app that changed your wallpaper to one of several hundred at random intervals. It`s hard to find good wallpapers.",1
"Finally back from the stupid holiday ! Missing the fit bar men though",1
" ????  ? ??????, ?????? ????????,Basquash,K-ON,07-Ghost,Sengoku Basara,Valkyria Chronicles,RequiemForThePhantom,EdenOfTheEast.",2
" Awe man, that sucks. Everyone makes mistakes. I have a feeling that people can forgive you",2
" http://twitpic.com/6714p - well done guys! I am gonna miss the tweets!",2
" if mom gets paid...",2
"is trying so hard to not worry and be at peace despite her circumstances, but wonders why some christians are the ones making it so hard.",1
"word to yer mother!!   \m/",2
"watching 'slice of life' (laughing at the songgg) and then going to sleep",2
"_Stack i wish i could go to both but i don`t think i`ll be allowed :p either way with two shows going your bound to get a ticket",2
" that sucks man",1
"Hey Tweeps...good morning. Wussup America...Talk to me tell wut`s on ur mind..",3
"As Simon/Idol might say, 21life sentences not good enough for Chester Stiles. How can one **** a 2 year old child?!  How the F?  Why?",2
"at home and sore knee",1
"aww twiter i miss you.. today i`ll post a little more.. i mea, after the movie theater..ahah soo coold here",1
"... I want to die. I want to TAKE my own life, forever. She`s trying to get me to do a duet.",1
"I hate Fallout 3 it keeps making me jump, I`m also low on health, money, ammo and food  don`t worry I`ll get through it.",2
"Rewarding myself with dinner at American Dream pizza on the rooftop terrace. Perfection  got 7 pages done on the prospectus!!",3
"D`oh...forgot the ferry turns around before going. So much for sitting in the sun. And the other side deck is closed.",2
" Awesome, congrats on completing it! (I can`t believe you cycled the distance to my cottage though in 1 day.  )",3
"http://twitpic.com/4we51 - summer is here.",2
" Aniya666 yours wasn`t there",2
" 'just' - http://tinyurl.com/cuy43t",2
"welcome  ! since it seems you`re interested in cheese I hardly suggest you to follow  too",3
"twitters from her seat in the exam hall! it starts in 15mins. pray for seat 299 in MPSH1-A to be blessed, oh and for wisdom to flow.  whee",3
" I have no Minstrels   I might have to grab some from the petrol station before I head back to work.  They are delicious!",3
"samberg and timberlake collaboration; **** in a box",2
"10 out of 40 done... everyone is going to be home drinking beer starting next week",2
" cool.. look forward for frequent tweets",3
"waiting for JONAS to come on",2
" hey dougie, just thought i would tell you that your gig in edinburgh got a brilliant review in the scottish sunday mail  ****",3
" I know!  I can read bt I can`t sit outside coz I gota answer the phone",2
"i don`t know the guys on radio disney have so much energy. i wouldn`t be able to do it  <3",2
" You don`t want to leave because secretly you know Australia is twenty times better than America!",3
" i`ve got really bad arthritus in my left hand. I cant use my thumb at all",1
"another friday night with nothing to do ...boyfriend works until 1am",2
" What up Lisa, sorta quiet... I`m USA, so gonna crash soon.",2
"_henrie i would still rather be in your shoes instead in bed bc i work from 10-9 tommorow. i love cold weather.",3
" hi thanks for following me. u doing much? been a long time since i last chatted to u",3
"_Anais I feel reeeally bad now.... sorry",1
" I know  It **** sucks. anyway you can get a fake id or something?",1
"is feeling her eyes burned-fried after 10 hours attached to the screen uploading new summer clothing for my store www.Chittypulga.com",1
"IDIOTat)MilanQ Heyy. Th*nks For The Follow.  Have A Good Night. (Frank_Whyte) #IDIOT",2
"english class! working on interactive orals",2
"watching The Uninvited in my room. Can`t wait to go home. But I have to go to the Deid first.",2
" I had one of those in south Florida. Mowing around it could hurt",2
" Ten hours ago, I was was sleeping, sorry.",1
"oh dear! gareths b-day 2moro all my girlfriends are abroad  lucky niamh is coming home 2moro poor gareth has 2 listen 2 me talk all day",2
"My son`s first tooth came out but he left it at school",2
"my mum thought that my brother laughing was the cat about the throw up... smooth",2
" Sure, its easier to login every day and make posts as an admin or mod, but ill try",3
" I have to call stevie to reschedule!!  I won a competition yesterday to the launch of sims 3 at Luna park, same day at 6pm",2
"Only just past 8am and already been spoiled rotton",1
"this goes out to the one n only smirker   cheers dave!  aka jak  aka the best chest ever! ? http://blip.fm/~5jjcc",3
" I do have one coloured one on my leg.  Its a butterfly filled with colour!  x",2
" Bummer yo.  I`m starting up finals too soon...so I guess I`ll see you around the second week of June then.",1
"free hugs with my super fluffy robe",2
" sure, as long as you said where they`re from! glad you like them",3
" it really made my night. infact, it made my weekend! well done.",3
"just get back home. the first exam was too long no time to finish it ...",2
" She`s unassuming and unpretentious. She`s just, as. I suppose that`s why she`s so endearing--because we can relate to her",3
"i wish i was in cali wit mari nd lupita seeing vfc  not fair",1
"_zorz_peep count yourself lucky i was gonna say the OTHER word instead...and rsvp...sorry i cant come to ur birthday...day?",1
" O dear. so you`re going to be **** that kiddoe and I`m going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!<3",1
"Nothing like waking up slow in the morning. Docs appt today.",2
"Omg! Star Wars Day!  May the fourth be with you everyone  This calls for me to watch at least 1 film tonight.",3
" You must be doing different poetry to me. All we get is Catullus, some Ovid and and an extract from the Aeneid.  x",2
"working till 5....why are they playing miley cyrus on the company radio and not adele?",2
" not having your lights on concerns me! Lol! Stay safe!",2
"() Oh snap... kinda nuts right now... :  I`ve told at least 27  Thanks babes.",3
"  also check out  and   2 other wonderful causes that need our help",2
" shopping is therapuetic and i`m all about bettering myself... i need financing for my therapy however",3
" hehe sure thing",2
" my monday starts on friday  but @ least I only work 4 days a week (long days)",2
"http://tinyurl.com/ry9wap Hi!!! You are pretty man... I cant upload more pics here for some reason  You wrote you wish to find a women ...",3
"Still confuse...",2
"On twikini while enjoying the sun",3
"Today is 777 days until LeakyCon 2011. Awesome number but I wish it wasn`t so far away",3
"Up was sooo gooooood. Wood ranch bbq time! Dian deng pao.",3
"I realized last night that I have no idea where my PnS went to during the move... I hope it`s not lost and gone forever",2
"just met Sarah Kelly... wow... she is an amazing woman of God!  and she gave me a free t-shirt!  gotta love free merch",3
"Good days with good friends make me not regret living",3
"That`s more like it - 3rd  #fb",2
" boo! I must`ve deleted it from my phone!  can`t find it in my emails either!",1
"_Lovato oh I see. Thanks for replying. anyway, how are you?",2
"A central lesson of history is that States are parasites which always expand until they destroy their host population. - Stefan Molyneux",1
"Just took my IC photo!looks good  - http://tweet.sg",3
"Just got home  interesting night",3
"trying this out with my sweet lil iPod... I am totally nerding out. and... totally ok with it",2
